ticket_id,category_id,agent_id,priority,status,created_at,first_response_at,resolved_at,root_cause,resolution_type,escalation_flag,customer_impact,description
TCK-0000001,3,23,P3,Resolved,2026-06-15 13:48:43+00:00,2026-06-15 14:27:47.524082709+00:00,2026-06-15 19:21:45.810055125+00:00,Monitoring Noise,Vendor Fix,False,Low,P3 Platform/Compute: node saturation alerts; suspected Monitoring Noise.
TCK-0011219,12,23,P3,Resolved,2026-02-04 00:03:40+00:00,2026-02-04 00:48:19.827775970+00:00,2026-02-05 17:00:55.889913915+00:00,Configuration,Knowledge Base,False,Low,P3 Integrations/Webhook: delivery retry storm; suspected Configuration.
TCK-0011220,4,33,P4,Closed,2026-03-08 06:01:32+00:00,2026-03-08 08:40:21.802739278+00:00,2026-03-08 19:26:34.495404673+00:00,Code Regression,Knowledge Base,True,None,P4 Platform/Database: connection pool exhaustion; suspected Code Regression.
TCK-0011221,10,12,P3,Resolved,2026-07-27 09:13:02+00:00,2026-07-27 10:18:21.937041736+00:00,2026-07-27 21:20:36.321840624+00:00,Data Sync,Knowledge Base,False,None,P3 Billing/Invoice: missing billing contact; suspected Data Sync.
TCK-0011222,1,7,P4,Resolved,2026-06-04 14:10:56+00:00,2026-06-04 16:25:47.962344630+00:00,2026-06-04 23:07:11.661564399+00:00,,Config Change,False,None,P4 Network/VPN: slow split-tunnel routing; suspected unknown root cause pending RCA.
TCK-0011223,10,19,P4,Resolved,2026-05-20 18:08:03+00:00,2026-05-20 18:41:41.242097755+00:00,2026-05-21 18:51:53.051944427+00:00,Customer Error,User Education,False,None,P4 Billing/Invoice: invoice mismatch; suspected Customer Error.
TCK-0011224,7,16,P4,Resolved,2026-05-21 15:00:33+00:00,2026-05-21 16:46:21.895417278+00:00,2026-05-21 22:26:33.897652924+00:00,Permissions,Config Change,False,None,P4 Application/API: rate limit confusion; suspected Permissions.
TCK-0011225,5,10,P4,Resolved,2026-02-08 20:52:10+00:00,2026-02-08 21:15:28.994563386+00:00,2026-02-09 02:00:55.820950281+00:00,Permissions,User Education,False,None,P4 Application/Login: failed sign-in attempts; suspected Permissions.
TCK-0011226,12,36,P3,Closed,2026-03-01 08:26:19+00:00,2026-03-01 08:51:39.821318181+00:00,2026-03-01 17:51:55.160140758+00:00,Code Regression,Code Fix,False,Medium,P3 Integrations/Webhook: signature validation failure; suspected Code Regression.
TCK-0011227,14,15,P3,Closed,2026-07-26 10:08:34+00:00,2026-07-26 10:48:29.477598195+00:00,2026-07-26 13:05:04.278186067+00:00,Capacity,Config Change,False,Low,P3 Observability/Alerts: noisy monitor; suspected Capacity.
TCK-0011228,1,27,P4,Closed,2026-07-29 12:38:52+00:00,2026-07-29 14:14:44.600124533+00:00,2026-07-30 10:44:00.373960827+00:00,Network Latency,Monitoring Update,False,None,P4 Network/VPN: users unable to establish tunnel; suspected Network Latency.
TCK-0011229,9,16,P2,Resolved,2026-03-30 18:51:21+00:00,2026-03-30 19:18:46.793511959+00:00,2026-03-31 00:10:32.462310670+00:00,,Knowledge Base,False,Critical,P2 Security/Access Review: role mapping mismatch; suspected unknown root cause pending RCA.
TCK-0011230,14,22,P2,Resolved,2026-04-22 15:02:50+00:00,2026-04-22 15:13:05.186497337+00:00,2026-04-22 16:31:31.011956421+00:00,Monitoring Noise,Config Change,False,Medium,P2 Observability/Alerts: missing notification; suspected Monitoring Noise.
TCK-0011231,14,28,P2,Resolved,2026-06-20 16:14:04+00:00,2026-06-20 16:35:45.420468528+00:00,2026-06-20 20:59:28.409052765+00:00,Configuration,Config Change,False,High,P2 Observability/Alerts: threshold drift; suspected Configuration.
TCK-0011232,14,20,P4,Closed,2026-04-08 01:25:22+00:00,2026-04-08 03:57:13.368824362+00:00,2026-04-08 12:46:36.222207995+00:00,,User Education,False,Medium,P4 Observability/Alerts: noisy monitor; suspected unknown root cause pending RCA.
TCK-0011233,4,8,P2,Closed,2026-05-02 01:37:26+00:00,2026-05-02 02:18:19.082234447+00:00,2026-05-02 08:51:55.102593183+00:00,Data Sync,Restart,False,Critical,P2 Platform/Database: replication lag; suspected Data Sync.
TCK-0011234,6,21,P2,Resolved,2026-04-05 12:30:57+00:00,2026-04-05 12:40:28.574613902+00:00,2026-04-05 17:43:01.304353926+00:00,Data Sync,Config Change,False,Low,P2 Application/Checkout: payment handoff error; suspected Data Sync.
TCK-0011235,4,34,P2,Closed,2026-03-31 17:47:23+00:00,2026-03-31 18:38:54.187719594+00:00,2026-03-31 21:57:51.426990114+00:00,Code Regression,Config Change,False,Medium,P2 Platform/Database: slow queries; suspected Code Regression.
TCK-0011236,6,8,P4,Resolved,2026-06-26 02:07:42+00:00,2026-06-26 02:38:04.408908414+00:00,2026-06-26 14:02:39.886476311+00:00,Data Sync,Restart,False,Low,P4 Application/Checkout: cart submission timeout; suspected Data Sync.
TCK-0011237,1,25,P2,Closed,2026-06-23 19:47:15+00:00,2026-06-23 21:35:48.395567262+00:00,2026-06-24 01:02:11.881103116+00:00,Authentication,Config Change,True,High,P2 Network/VPN: MFA loop during remote login; suspected Authentication.
TCK-0011238,5,4,P4,Resolved,2026-03-27 17:16:27+00:00,2026-03-27 17:24:01.591587166+00:00,2026-03-28 01:03:51.510428698+00:00,Network Latency,Code Fix,True,Low,P4 Application/Login: session timeout reports; suspected Network Latency.
TCK-0011239,7,7,P2,Resolved,2026-06-03 17:21:52+00:00,2026-06-03 17:41:07.146340827+00:00,2026-06-04 00:56:08.896086007+00:00,,Vendor Fix,False,Low,P2 Application/API: rate limit confusion; suspected unknown root cause pending RCA.
TCK-0011240,6,27,P3,Resolved,2026-05-22 07:00:48+00:00,2026-05-22 07:32:01.076243267+00:00,2026-05-22 13:29:24.331981053+00:00,Data Sync,Knowledge Base,False,Low,P3 Application/Checkout: order confirmation delay; suspected Data Sync.
TCK-0011241,3,15,P3,Resolved,2026-03-05 08:49:06+00:00,2026-03-05 08:59:56.248128713+00:00,2026-03-05 20:50:46.421554955+00:00,Capacity,Monitoring Update,False,Low,P3 Platform/Compute: node saturation alerts; suspected Capacity.
TCK-0011242,9,30,P2,Resolved,2026-04-24 12:43:37+00:00,2026-04-24 13:00:48.991468735+00:00,2026-04-24 17:16:44.089658533+00:00,Documentation Gap,Monitoring Update,False,Critical,P2 Security/Access Review: access request blocked; suspected Documentation Gap.
TCK-0011243,1,25,P2,Resolved,2026-02-08 08:58:37+00:00,2026-02-08 09:23:44.105571754+00:00,2026-02-08 13:40:24.837180102+00:00,,Config Change,True,Medium,P2 Network/VPN: slow split-tunnel routing; suspected unknown root cause pending RCA.
TCK-0011244,2,15,P3,Resolved,2026-07-31 12:39:09+00:00,2026-07-31 14:00:00.463423942+00:00,2026-07-31 13:44:58.793338684+00:00,Configuration,Restart,False,None,P3 Network/DNS: service discovery timeout; suspected Configuration.
TCK-0011245,1,10,P2,Closed,2026-02-09 14:06:24+00:00,2026-02-09 14:34:12.099231235+00:00,2026-02-09 21:33:22.937400641+00:00,Capacity,Config Change,False,Medium,P2 Network/VPN: slow split-tunnel routing; suspected Capacity.
TCK-0011246,10,33,P4,Resolved,2026-03-16 10:03:53+00:00,2026-03-16 11:12:19.378214110+00:00,2026-03-18 14:31:28.950884749+00:00,Configuration,Restart,False,Medium,P4 Billing/Invoice: missing billing contact; suspected Configuration.
TCK-0011247,8,18,P2,Resolved,2026-07-01 13:24:54+00:00,2026-07-01 13:35:29.727049962+00:00,2026-07-01 19:38:04.424747695+00:00,Permissions,Config Change,True,High,P2 Security/SSO: certificate trust warning; suspected Permissions.
TCK-0011248,6,27,P4,Resolved,2026-05-13 06:40:26+00:00,2026-05-13 08:40:49.574551755+00:00,2026-05-13 22:59:15.026174117+00:00,Code Regression,Monitoring Update,False,Medium,P4 Application/Checkout: payment handoff error; suspected Code Regression.
TCK-0011249,14,8,P3,Resolved,2026-03-21 22:33:06+00:00,2026-03-22 02:45:15.683701360+00:00,2026-03-22 08:32:55.705913622+00:00,Configuration,Code Fix,False,None,P3 Observability/Alerts: missing notification; suspected Configuration.
TCK-0011250,6,36,P4,Closed,2026-04-26 07:48:25+00:00,2026-04-26 11:08:33.549276097+00:00,2026-04-26 13:49:14.441031816+00:00,Code Regression,Vendor Fix,False,None,P4 Application/Checkout: cart submission timeout; suspected Code Regression.
TCK-0011251,3,21,P4,Resolved,2026-05-20 09:03:35+00:00,2026-05-20 09:30:11.051780663+00:00,2026-05-20 17:49:22.863976504+00:00,Capacity,Code Fix,False,Low,P4 Platform/Compute: pod scheduling delay; suspected Capacity.
TCK-0011252,13,6,P4,Resolved,2026-04-01 12:49:44+00:00,2026-04-01 14:36:17.823390535+00:00,2026-04-01 18:00:52.796039786+00:00,Vendor Outage,Code Fix,False,None,P4 Integrations/CRM Sync: stale customer record; suspected Vendor Outage.
TCK-0011253,6,7,P3,Resolved,2026-06-18 17:31:02+00:00,2026-06-18 18:22:28.530613790+00:00,2026-06-20 08:08:36.539101721+00:00,Data Sync,Config Change,False,None,P3 Application/Checkout: order confirmation delay; suspected Data Sync.
TCK-0011254,1,10,P1,Resolved,2026-04-05 16:19:25+00:00,2026-04-05 16:37:16.206643010+00:00,2026-04-06 08:16:27.049388157+00:00,Authentication,User Education,True,Medium,P1 Network/VPN: MFA loop during remote login; suspected Authentication.
TCK-0011255,1,25,P4,Closed,2026-04-28 14:46:02+00:00,2026-04-28 15:08:59.628694399+00:00,2026-04-29 09:27:36.192900998+00:00,Capacity,Code Fix,False,None,P4 Network/VPN: users unable to establish tunnel; suspected Capacity.
TCK-0011256,8,33,P3,Resolved,2026-04-06 10:55:09+00:00,2026-04-06 11:43:01.822422362+00:00,2026-04-06 17:39:41.599389284+00:00,Certificate Expiry,Monitoring Update,False,Low,P3 Security/SSO: certificate trust warning; suspected Certificate Expiry.
TCK-0011257,9,23,P3,Resolved,2026-03-07 02:05:59+00:00,2026-03-07 02:35:48.939228026+00:00,2026-03-07 18:16:43.074935482+00:00,Documentation Gap,Code Fix,False,Low,P3 Security/Access Review: role mapping mismatch; suspected Documentation Gap.
TCK-0011258,7,22,P4,Resolved,2026-07-31 14:59:17+00:00,2026-07-31 17:06:49.851197485+00:00,2026-08-01 06:56:45.562803883+00:00,Configuration,Knowledge Base,False,None,P4 Application/API: token validation failures; suspected Configuration.
TCK-0011259,7,18,P2,Resolved,2026-07-30 09:39:55+00:00,2026-07-30 09:46:00.884503854+00:00,2026-07-30 17:32:35.152337134+00:00,Documentation Gap,Vendor Fix,True,High,P2 Application/API: elevated 5xx rate; suspected Documentation Gap.
TCK-0011260,1,33,P3,Closed,2026-05-14 06:01:51+00:00,2026-05-14 09:29:47.724009934+00:00,2026-05-14 10:57:43.599243925+00:00,Configuration,Code Fix,False,Low,P3 Network/VPN: users unable to establish tunnel; suspected Configuration.
TCK-0011261,2,25,P4,Closed,2026-07-22 15:38:37+00:00,2026-07-22 15:54:48.565098968+00:00,2026-07-22 18:32:41.472274686+00:00,Configuration,Config Change,False,Low,P4 Network/DNS: service discovery timeout; suspected Configuration.
TCK-0011262,4,6,P2,Resolved,2026-04-16 11:49:51+00:00,2026-04-16 12:12:24.115463498+00:00,2026-04-17 00:51:05.978985270+00:00,Code Regression,Vendor Fix,True,High,P2 Platform/Database: connection pool exhaustion; suspected Code Regression.
TCK-0011263,7,24,P1,Resolved,2026-02-17 18:51:28+00:00,2026-02-17 18:53:16+00:00,2026-02-18 07:49:08.952339815+00:00,Documentation Gap,Monitoring Update,False,Critical,P1 Application/API: rate limit confusion; suspected Documentation Gap.
TCK-0011264,13,6,P2,Resolved,2026-02-16 07:53:49+00:00,2026-02-16 08:33:15.332084143+00:00,2026-02-18 07:44:23.198639149+00:00,Permissions,Code Fix,False,Medium,P2 Integrations/CRM Sync: duplicate account mapping; suspected Permissions.
TCK-0011265,7,16,P4,Closed,2026-04-24 21:43:48+00:00,2026-04-24 22:49:34.731126745+00:00,2026-04-25 01:29:35.835331250+00:00,,Code Fix,False,None,P4 Application/API: elevated 5xx rate; suspected unknown root cause pending RCA.
TCK-0011266,7,3,P3,Resolved,2026-04-28 09:57:45+00:00,2026-04-28 11:02:09.804002867+00:00,2026-04-28 21:48:45.261172079+00:00,,Config Change,False,Low,P3 Application/API: elevated 5xx rate; suspected unknown root cause pending RCA.
TCK-0011267,6,4,P3,Resolved,2026-07-03 16:09:39+00:00,2026-07-03 16:25:26.226577201+00:00,2026-07-04 01:07:21.110201259+00:00,Configuration,Vendor Fix,False,High,P3 Application/Checkout: payment handoff error; suspected Configuration.
TCK-0011268,5,17,P4,Resolved,2026-04-14 01:05:42+00:00,2026-04-14 01:29:23.050563474+00:00,2026-04-14 10:43:45.186574645+00:00,Code Regression,Vendor Fix,True,Low,P4 Application/Login: session timeout reports; suspected Code Regression.
TCK-0011269,10,35,P4,Resolved,2026-05-02 22:00:20+00:00,2026-05-02 23:03:40.929595338+00:00,2026-05-03 10:21:47.521186129+00:00,Data Sync,Knowledge Base,False,None,P4 Billing/Invoice: invoice mismatch; suspected Data Sync.
TCK-0011270,11,19,P3,Closed,2026-04-26 18:40:21+00:00,2026-04-26 19:38:34.305229031+00:00,2026-04-27 04:12:24.975179803+00:00,Data Sync,Vendor Fix,False,None,P3 Billing/Payments: settlement delay; suspected Data Sync.
TCK-0011271,3,10,P2,Resolved,2026-06-18 20:52:37+00:00,2026-06-18 21:06:49.056966168+00:00,2026-06-19 03:28:34.922388090+00:00,Monitoring Noise,Restart,False,High,P2 Platform/Compute: node saturation alerts; suspected Monitoring Noise.
TCK-0011272,14,13,P3,Resolved,2026-02-11 21:43:00+00:00,2026-02-11 22:41:06.983543559+00:00,2026-02-11 23:49:58.922645964+00:00,Capacity,Config Change,False,Medium,P3 Observability/Alerts: threshold drift; suspected Capacity.
TCK-0011273,14,9,P3,Resolved,2026-07-15 11:26:15+00:00,2026-07-15 11:39:50.907914135+00:00,2026-07-15 14:49:28.011713296+00:00,Configuration,Code Fix,False,Medium,P3 Observability/Alerts: noisy monitor; suspected Configuration.
TCK-0011274,10,12,P3,Closed,2026-07-23 08:38:04+00:00,2026-07-23 08:51:36.170222574+00:00,2026-07-23 20:37:39.627865855+00:00,Configuration,Vendor Fix,False,Low,P3 Billing/Invoice: invoice mismatch; suspected Configuration.
TCK-0011275,8,36,P4,Closed,2026-06-17 11:11:44+00:00,2026-06-17 14:00:27.280659025+00:00,2026-06-17 18:38:05.432499150+00:00,Authentication,Code Fix,True,Medium,P4 Security/SSO: certificate trust warning; suspected Authentication.
TCK-0011276,2,22,P3,Resolved,2026-03-10 16:44:15+00:00,2026-03-10 19:52:49.434162521+00:00,2026-03-10 19:38:27.100367898+00:00,Vendor Outage,User Education,False,Low,P3 Network/DNS: intermittent name resolution; suspected Vendor Outage.
TCK-0011277,3,15,P4,Resolved,2026-02-09 08:53:26+00:00,2026-02-09 11:03:01.919433191+00:00,2026-02-09 23:26:57.885968179+00:00,Monitoring Noise,Knowledge Base,False,None,P4 Platform/Compute: pod scheduling delay; suspected Monitoring Noise.
TCK-0011278,5,30,P2,Resolved,2026-02-20 09:08:26+00:00,2026-02-20 09:37:49.272872038+00:00,2026-02-20 13:43:19.186629599+00:00,Code Regression,Code Fix,True,Medium,P2 Application/Login: session timeout reports; suspected Code Regression.
TCK-0011279,5,4,P3,Resolved,2026-02-06 14:26:57+00:00,2026-02-06 17:06:54.068030068+00:00,2026-02-06 16:56:20.092079128+00:00,Permissions,Knowledge Base,False,Low,P3 Application/Login: password reset failures; suspected Permissions.
TCK-0011280,7,34,P3,Resolved,2026-04-06 19:20:34+00:00,2026-04-06 20:01:51.707525637+00:00,2026-04-07 01:30:35.774867263+00:00,Code Regression,Code Fix,False,Low,P3 Application/API: elevated 5xx rate; suspected Code Regression.
TCK-0011281,5,6,P3,Resolved,2026-05-08 13:35:19+00:00,2026-05-08 14:45:39.084084146+00:00,2026-05-08 17:47:28.611370438+00:00,Code Regression,Restart,True,Medium,P3 Application/Login: failed sign-in attempts; suspected Code Regression.
TCK-0011282,3,27,P2,Resolved,2026-05-15 10:59:12+00:00,2026-05-15 11:08:46.338668802+00:00,2026-05-15 15:53:25.684870342+00:00,Capacity,Monitoring Update,False,Medium,P2 Platform/Compute: instance health check failures; suspected Capacity.
TCK-0011283,1,22,P4,Resolved,2026-05-11 14:36:00+00:00,2026-05-11 17:12:00.394358964+00:00,2026-05-11 21:58:13.465656626+00:00,Configuration,Config Change,False,Low,P4 Network/VPN: MFA loop during remote login; suspected Configuration.
TCK-0011284,13,8,P1,Resolved,2026-03-22 01:48:52+00:00,2026-03-22 01:56:47.574518794+00:00,2026-03-22 07:38:30.789324885+00:00,Vendor Outage,Code Fix,False,Critical,P1 Integrations/CRM Sync: duplicate account mapping; suspected Vendor Outage.
TCK-0011285,9,24,P4,Closed,2026-06-13 07:13:20+00:00,2026-06-13 07:37:41.677709988+00:00,2026-06-13 21:02:18.713882178+00:00,,Restart,False,None,P4 Security/Access Review: access request blocked; suspected unknown root cause pending RCA.
TCK-0011286,5,13,P2,Resolved,2026-04-30 16:15:48+00:00,2026-04-30 17:16:04.957890982+00:00,2026-04-30 23:31:57.540807098+00:00,Authentication,Knowledge Base,False,Low,P2 Application/Login: session timeout reports; suspected Authentication.
TCK-0011287,7,32,P2,Resolved,2026-03-10 17:59:58+00:00,2026-03-10 18:35:55.536837830+00:00,2026-03-10 20:43:12.555837074+00:00,Documentation Gap,Restart,False,None,P2 Application/API: token validation failures; suspected Documentation Gap.
TCK-0011288,2,14,P3,Closed,2026-05-07 22:41:37+00:00,2026-05-07 23:08:05.106598056+00:00,2026-05-08 04:16:29.757665062+00:00,Vendor Outage,Config Change,False,None,P3 Network/DNS: service discovery timeout; suspected Vendor Outage.
TCK-0011289,4,15,P3,Resolved,2026-04-23 11:37:30+00:00,2026-04-23 12:02:22.494557120+00:00,2026-04-23 20:45:44.858520222+00:00,Code Regression,Restart,False,None,P3 Platform/Database: slow queries; suspected Code Regression.
TCK-0011290,6,35,P4,Resolved,2026-03-14 07:45:04+00:00,2026-03-14 09:36:12.352936648+00:00,2026-03-14 12:05:03.667944434+00:00,Configuration,Restart,True,Low,P4 Application/Checkout: cart submission timeout; suspected Configuration.
TCK-0011291,4,9,P3,Resolved,2026-04-10 07:15:21+00:00,2026-04-10 09:09:00.603386139+00:00,2026-04-10 18:04:28.042174657+00:00,Certificate Expiry,Code Fix,False,Medium,P3 Platform/Database: replication lag; suspected Certificate Expiry.
TCK-0011292,8,28,P3,Closed,2026-02-23 01:23:07+00:00,2026-02-23 03:18:12.009117561+00:00,2026-02-23 09:11:41.399169859+00:00,Certificate Expiry,Vendor Fix,False,Low,P3 Security/SSO: certificate trust warning; suspected Certificate Expiry.
TCK-0011293,5,34,P3,Resolved,2026-07-29 21:11:16+00:00,2026-07-29 22:24:41.494701433+00:00,2026-07-30 05:48:50.093817878+00:00,Authentication,User Education,False,None,P3 Application/Login: password reset failures; suspected Authentication.
TCK-0011294,12,17,P4,Closed,2026-03-29 04:04:36+00:00,2026-03-29 06:14:39.473050607+00:00,2026-03-29 19:44:24.595853866+00:00,Code Regression,Vendor Fix,False,None,P4 Integrations/Webhook: delivery retry storm; suspected Code Regression.
TCK-0011295,8,1,P3,Resolved,2026-06-06 17:50:42+00:00,2026-06-06 19:03:57.207234249+00:00,2026-06-06 20:12:27.355999911+00:00,Certificate Expiry,Config Change,False,High,P3 Security/SSO: SAML assertion rejected; suspected Certificate Expiry.
TCK-0011296,1,28,P4,Closed,2026-04-29 17:27:02+00:00,2026-04-29 20:37:05.964491782+00:00,2026-04-29 19:48:48.381779098+00:00,Configuration,Knowledge Base,False,Low,P4 Network/VPN: slow split-tunnel routing; suspected Configuration.
TCK-0011297,5,34,P4,Closed,2026-03-13 15:09:19+00:00,2026-03-13 15:44:10.068055645+00:00,2026-03-13 20:41:20.441967877+00:00,Permissions,Knowledge Base,False,Low,P4 Application/Login: password reset failures; suspected Permissions.
TCK-0011298,1,15,P1,Resolved,2026-07-13 12:52:07+00:00,2026-07-13 13:04:57.128966272+00:00,2026-07-13 17:49:04.235371342+00:00,Configuration,User Education,False,Medium,P1 Network/VPN: users unable to establish tunnel; suspected Configuration.
TCK-0011299,11,23,P1,Resolved,2026-05-04 05:08:13+00:00,2026-05-04 05:17:38.082010419+00:00,2026-05-04 19:49:13.901688972+00:00,Code Regression,Code Fix,False,Low,P1 Billing/Payments: processor decline spike; suspected Code Regression.
TCK-0011300,1,12,P1,Resolved,2026-06-12 08:03:51+00:00,2026-06-12 08:20:02.491981887+00:00,2026-06-12 12:11:48.040866278+00:00,,Restart,True,High,P1 Network/VPN: slow split-tunnel routing; suspected unknown root cause pending RCA.
TCK-0011301,10,12,P3,Closed,2026-03-31 13:21:12+00:00,2026-03-31 14:41:13.372489990+00:00,2026-03-31 20:54:20.950603461+00:00,Customer Error,User Education,False,Low,P3 Billing/Invoice: tax calculation question; suspected Customer Error.
TCK-0011302,6,2,P2,Resolved,2026-03-28 02:11:31+00:00,2026-03-28 02:39:09.133652076+00:00,2026-03-28 15:38:58.166367859+00:00,Code Regression,Config Change,False,Low,P2 Application/Checkout: payment handoff error; suspected Code Regression.
TCK-0011303,5,31,P4,Resolved,2026-06-17 16:10:20+00:00,2026-06-17 17:01:43.304664489+00:00,2026-06-17 21:10:39.774188119+00:00,Code Regression,User Education,False,None,P4 Application/Login: password reset failures; suspected Code Regression.
TCK-0011304,12,9,P3,Resolved,2026-04-20 11:30:31+00:00,2026-04-20 13:02:34.058089153+00:00,2026-04-20 17:51:05.790417812+00:00,Configuration,Restart,False,Low,P3 Integrations/Webhook: subscriber endpoint timeout; suspected Configuration.
TCK-0011305,5,1,P3,Resolved,2026-07-28 17:43:45+00:00,2026-07-28 19:29:37.731515676+00:00,2026-07-28 19:28:01.702784432+00:00,Code Regression,Code Fix,False,Medium,P3 Application/Login: failed sign-in attempts; suspected Code Regression.
TCK-0011306,1,6,P3,Resolved,2026-05-07 11:42:46+00:00,2026-05-07 13:36:34.693862103+00:00,2026-05-07 15:02:17.495224702+00:00,Configuration,Config Change,False,Low,P3 Network/VPN: users unable to establish tunnel; suspected Configuration.
TCK-0011307,4,12,P3,Closed,2026-04-27 20:59:32+00:00,2026-04-27 22:09:40.039971022+00:00,2026-04-28 01:36:32.620981576+00:00,,Vendor Fix,False,Low,P3 Platform/Database: connection pool exhaustion; suspected unknown root cause pending RCA.
TCK-0011308,9,36,P3,Resolved,2026-06-24 10:39:41+00:00,2026-06-24 12:15:36.757397498+00:00,2026-06-24 15:06:47.368181052+00:00,Permissions,Config Change,False,Low,P3 Security/Access Review: access request blocked; suspected Permissions.
TCK-0011309,8,25,P3,Resolved,2026-06-03 16:42:17+00:00,2026-06-03 17:23:02.251699415+00:00,2026-06-04 07:27:11.884053479+00:00,Permissions,Knowledge Base,False,Low,P3 Security/SSO: SAML assertion rejected; suspected Permissions.
TCK-0011310,12,33,P2,Resolved,2026-04-20 13:39:52+00:00,2026-04-20 15:25:24.090392545+00:00,2026-04-21 01:04:01.966526106+00:00,,Code Fix,False,Medium,P2 Integrations/Webhook: delivery retry storm; suspected unknown root cause pending RCA.
TCK-0011311,12,27,P3,Closed,2026-07-04 11:36:45+00:00,2026-07-04 12:11:02.173723517+00:00,2026-07-04 16:24:31.369476921+00:00,Code Regression,Restart,False,None,P3 Integrations/Webhook: signature validation failure; suspected Code Regression.
TCK-0011312,7,33,P3,Closed,2026-02-11 06:09:40+00:00,2026-02-11 06:53:29.733394181+00:00,2026-02-11 21:56:35.697631515+00:00,Documentation Gap,Code Fix,True,Low,P3 Application/API: token validation failures; suspected Documentation Gap.
TCK-0011313,10,13,P2,Closed,2026-07-09 17:02:36+00:00,2026-07-09 17:16:11.754931469+00:00,2026-07-10 01:38:43.392267502+00:00,Configuration,Vendor Fix,True,High,P2 Billing/Invoice: invoice mismatch; suspected Configuration.
TCK-0011314,7,17,P4,Closed,2026-02-02 05:44:45+00:00,2026-02-02 07:31:08.095607055+00:00,2026-02-02 11:36:49.510242165+00:00,Permissions,Code Fix,False,None,P4 Application/API: rate limit confusion; suspected Permissions.
TCK-0011315,5,14,P3,Closed,2026-07-22 22:54:03+00:00,2026-07-23 00:14:39.959471358+00:00,2026-07-23 06:19:18.759791855+00:00,Authentication,Knowledge Base,False,Low,P3 Application/Login: password reset failures; suspected Authentication.
TCK-0011316,2,22,P4,Resolved,2026-03-11 21:23:13+00:00,2026-03-11 22:43:38.264329253+00:00,2026-03-12 01:07:25.662336401+00:00,Configuration,Config Change,False,Low,P4 Network/DNS: service discovery timeout; suspected Configuration.
TCK-0011317,10,20,P2,Resolved,2026-05-11 00:09:54+00:00,2026-05-11 00:45:31.444048794+00:00,2026-05-11 08:10:01.317885580+00:00,Customer Error,User Education,False,Medium,P2 Billing/Invoice: invoice mismatch; suspected Customer Error.
TCK-0011318,2,35,P4,Resolved,2026-05-15 23:13:56+00:00,2026-05-15 23:47:27.021019328+00:00,2026-05-16 04:35:19.816685452+00:00,Configuration,Code Fix,True,None,P4 Network/DNS: intermittent name resolution; suspected Configuration.
TCK-0011319,2,35,P3,Resolved,2026-07-28 03:05:17+00:00,2026-07-28 03:18:27.816783153+00:00,2026-07-28 12:50:59.227313571+00:00,Configuration,Config Change,False,Medium,P3 Network/DNS: incorrect record propagation; suspected Configuration.
TCK-0011320,8,19,P4,Closed,2026-04-25 21:20:19+00:00,2026-04-26 00:00:59.779233335+00:00,2026-04-26 06:31:37.426402842+00:00,Permissions,Config Change,False,Medium,P4 Security/SSO: identity provider timeout; suspected Permissions.
TCK-0011321,2,34,P2,Resolved,2026-06-30 19:08:00+00:00,2026-06-30 19:17:45.234834984+00:00,2026-06-30 22:11:59.300136128+00:00,Network Latency,Restart,False,High,P2 Network/DNS: intermittent name resolution; suspected Network Latency.
TCK-0011322,14,2,P3,Resolved,2026-02-13 22:14:51+00:00,2026-02-13 23:02:01.232588773+00:00,2026-02-14 00:28:23.874182186+00:00,Customer Error,User Education,False,Low,P3 Observability/Alerts: threshold drift; suspected Customer Error.
TCK-0011323,12,36,P3,Resolved,2026-05-16 12:13:47+00:00,2026-05-16 13:01:11.691815683+00:00,2026-05-16 21:23:21.075688284+00:00,Customer Error,User Education,False,High,P3 Integrations/Webhook: delivery retry storm; suspected Customer Error.
TCK-0011324,13,30,P3,Closed,2026-02-23 08:34:59+00:00,2026-02-23 08:58:58.427377881+00:00,2026-02-23 12:22:02.657665612+00:00,Permissions,User Education,False,Low,P3 Integrations/CRM Sync: sync job backlog; suspected Permissions.
TCK-0011325,1,14,P1,Closed,2026-05-03 07:30:42+00:00,2026-05-03 07:32:57.451504916+00:00,2026-05-03 11:23:51.955630003+00:00,Network Latency,Config Change,False,Low,P1 Network/VPN: users unable to establish tunnel; suspected Network Latency.
TCK-0011326,6,20,P4,Resolved,2026-06-13 08:17:14+00:00,2026-06-13 08:24:37.566617514+00:00,2026-06-13 12:42:56.946584432+00:00,Data Sync,Config Change,False,High,P4 Application/Checkout: order confirmation delay; suspected Data Sync.
TCK-0011327,7,19,P4,Resolved,2026-04-06 18:37:14+00:00,2026-04-06 18:48:55.277169850+00:00,2026-04-06 22:40:36.294146249+00:00,Permissions,Config Change,False,Low,P4 Application/API: rate limit confusion; suspected Permissions.
TCK-0011328,2,16,P3,Resolved,2026-03-20 15:25:21+00:00,2026-03-20 15:45:05.063652947+00:00,2026-03-21 00:11:47.246029866+00:00,Vendor Outage,Knowledge Base,True,High,P3 Network/DNS: service discovery timeout; suspected Vendor Outage.
TCK-0011329,4,22,P3,Resolved,2026-07-17 14:18:43+00:00,2026-07-17 15:20:57.960333933+00:00,2026-07-19 10:44:20.699985415+00:00,Data Sync,Config Change,True,Medium,P3 Platform/Database: slow queries; suspected Data Sync.
